ID,Purchase_Amount,Account_Type,Retailer,Transaction_Date,AccountNumber
57493,72.706079239999994,bank_account,Steam Games,2020-12-28 00:00:00.0000000,54-63342
57494,5.9202287770000002,credit_card,Tallest Poppy,2020-12-03 00:00:00.0000000,38-63342
57495,51.552520559999998,credit_card,Petro-Canada,2020-12-26 00:00:00.0000000,34-63342
57496,5.1365401220000004,credit_card,Fresh Co.,2020-12-25 00:00:00.0000000,66-43321
57497,7.9089907540000004,bank_account,Shoppers Drug Mart,2020-12-18 00:00:00.0000000,35-43321
57498,63.235627940000001,bank_account,TELUS,2020-12-14 00:00:00.0000000,56-63342
57499,13.18072154,bank_account,Montana's Cook House &amp; Bar,2020-12-22 00:00:00.0000000,26-63342
57500,8.2867238160000003,bank_account,Ferraro Restaurant,2020-12-14 00:00:00.0000000,66-43321
57501,3.8222615539999998,credit_card,E Park,2020-12-22 00:00:00.0000000,36-43321
57502,5.9490251030000003,bank_account,Sunset Grill,2020-12-19 00:00:00.0000000,21-43321
57503,67.148841950000005,credit_card,Walmart,2020-12-09 00:00:00.0000000,43-63342
57504,10.71590125,credit_card,Tim Hortons,2020-12-07 00:00:00.0000000,47-43321
57505,9.7740281370000002,credit_card,Tim Hortons,2020-12-04 00:00:00.0000000,34-43321
57506,11.212281669999999,credit_card,Papa John's Pizza,2020-12-14 00:00:00.0000000,38-63342
57507,16.882682280000001,bank_account,Arby's,2020-12-20 00:00:00.0000000,34-63342
57508,5.2979458460000002,credit_card,E Park,2020-12-24 00:00:00.0000000,70-63342
57509,34.221551310000002,credit_card,Amazon,2020-12-19 00:00:00.0000000,25-43321
57510,3.019823444,credit_card,Cineplex Entertainment,2020-12-05 00:00:00.0000000,65-43321
57511,25.06689136,credit_card,Avast,2020-12-14 00:00:00.0000000,34-43321
57512,36.881604860000003,bank_account,Harry's,2020-12-28 00:00:00.0000000,53-63342
57513,20.55227309,credit_card,Save On Foods,2020-12-10 00:00:00.0000000,39-63342
57514,0.29911745499999998,bank_account,Pizzaway,2020-12-06 00:00:00.0000000,25-63342
57515,8.0490599300000003,credit_card,China Garden,2020-12-19 00:00:00.0000000,28-43321
57516,12.30120509,bank_account,Zipcar,2020-12-03 00:00:00.0000000,32-63342
57517,1.8543487519999999,bank_account,Famous Footwear,2020-12-17 00:00:00.0000000,22-43321
57518,60.113968810000003,credit_card,The Beer Store,2020-12-21 00:00:00.0000000,51-63342
57519,71.740764299999995,credit_card,Shell,2020-12-10 00:00:00.0000000,27-63342
57520,26.302205350000001,bank_account,Safeway,2020-12-20 00:00:00.0000000,29-63342
57521,25.545659050000001,bank_account,Grocery Gateway,2020-12-06 00:00:00.0000000,29-63342
57522,19.114515310000002,bank_account,Lego,2020-12-06 00:00:00.0000000,69-63342
57523,20.931871569999998,bank_account,Toys R Us,2020-12-11 00:00:00.0000000,47-43321
57524,27.238650069999998,bank_account,Loblaws,2020-12-15 00:00:00.0000000,34-43321
57525,33.518553820000001,bank_account,7 Eleven,2020-12-16 00:00:00.0000000,37-43321
57526,50.94871715,credit_card,Save On Foods,2020-12-29 00:00:00.0000000,33-63342
57527,15.46852859,bank_account,Harris Teeter Inc,2020-12-25 00:00:00.0000000,24-63342
57528,7.5066559980000003,credit_card,Carter's,2020-12-03 00:00:00.0000000,42-43321
57529,17.890438039999999,bank_account,The Beer Store,2020-12-14 00:00:00.0000000,62-63342
57530,49.326107290000003,bank_account,Foodland,2020-12-26 00:00:00.0000000,27-43321
57531,18.725502580000001,credit_card,Ardene,2020-12-16 00:00:00.0000000,50-63342
57532,20.85452755,credit_card,Hudson's Bay,2020-12-18 00:00:00.0000000,44-43321
57533,7.7991345990000003,bank_account,Magasin,2020-12-23 00:00:00.0000000,62-43321
57534,13.26584029,bank_account,Sobeys,2020-12-27 00:00:00.0000000,50-63342
57535,57.238942809999998,credit_card,U Haul,2020-12-13 00:00:00.0000000,25-43321
57536,78.900147739999994,bank_account,Parma Ravioli,2020-12-10 00:00:00.0000000,28-43321
57537,27.58345125,credit_card,Mac,2020-12-22 00:00:00.0000000,45-63342
57538,4.5980744649999998,bank_account,Tim Hortons,2020-12-03 00:00:00.0000000,46-43321
57539,17.762397010000001,credit_card,Foresters,2020-12-29 00:00:00.0000000,26-43321
57540,63.444145829999997,credit_card,Lyft,2020-12-11 00:00:00.0000000,29-63342
57541,21.97922823,bank_account,Sunoco,2020-12-05 00:00:00.0000000,24-43321
57542,51.26511592,bank_account,Cityfone,2020-12-25 00:00:00.0000000,53-43321
57543,6.2916410620000001,credit_card,Skip The Dishes,2020-12-01 00:00:00.0000000,29-43321
57544,5.3930154330000004,bank_account,Kaspersky Lab,2020-12-27 00:00:00.0000000,34-63342
57545,4.034964371,credit_card,D S Pizza,2020-12-04 00:00:00.0000000,46-43321
57546,7.6534443059999999,credit_card,Cosmopolitan,2020-12-27 00:00:00.0000000,47-63342
57547,36.834291499999999,bank_account,Harris Teeter Inc,2020-12-31 00:00:00.0000000,31-43321
57548,0.43188456600000003,bank_account,Food Basics,2020-12-10 00:00:00.0000000,52-63342
57549,3.7348337300000001,bank_account,Tim Hortons,2020-12-04 00:00:00.0000000,21-63342
57550,18.772992680000002,bank_account,No Frills,2020-12-11 00:00:00.0000000,60-63342
57551,27.602767140000001,bank_account,Cityfone,2020-12-05 00:00:00.0000000,39-43321
57552,1.514332013,bank_account,Laura Secord,2020-12-19 00:00:00.0000000,27-63342
57553,15.157493840000001,credit_card,Amazon,2020-12-02 00:00:00.0000000,34-63342
57554,1.439066269,credit_card,East Side Mario's,2020-12-02 00:00:00.0000000,53-43321
57555,8.6788451940000009,credit_card,Tesco,2020-12-31 00:00:00.0000000,32-43321
57556,6.3090444830000001,bank_account,Sobeys,2020-12-30 00:00:00.0000000,31-63342
57557,2.6556317589999998,credit_card,Tim Hortons,2020-12-26 00:00:00.0000000,38-63342
57558,67.337023490000007,credit_card,Walmart,2020-12-24 00:00:00.0000000,38-63342
57559,0.72647609300000004,credit_card,Duffy's Tavern And Motor Inn,2020-12-17 00:00:00.0000000,27-43321
57560,4.2323354179999999,bank_account,I Tunes,2020-12-09 00:00:00.0000000,34-43321
57561,31.078355259999999,bank_account,Esso,2020-12-24 00:00:00.0000000,37-63342
57562,62.915010780000003,credit_card,Walmart,2020-12-06 00:00:00.0000000,41-63342
57563,6.4122640759999996,credit_card,A&W,2020-12-18 00:00:00.0000000,60-43321
57564,8.4229834159999992,bank_account,King Pizza,2020-12-15 00:00:00.0000000,34-43321
57565,1.0268580940000001,credit_card,Auntie Anne's,2020-12-05 00:00:00.0000000,50-63342
57566,31.567841520000002,bank_account,Car2go,2020-12-31 00:00:00.0000000,64-63342
57567,9.6603552629999996,bank_account,Btrust Supermarket,2020-12-15 00:00:00.0000000,41-43321
57568,9.6592386490000006,credit_card,Tim Hortons,2020-12-26 00:00:00.0000000,43-43321
57569,51.578609870000001,credit_card,Réno-Dépôt,2020-12-29 00:00:00.0000000,34-43321
57570,6.3137912040000002,credit_card,Pharmasave,2020-12-29 00:00:00.0000000,33-63342
57571,67.763637500000002,bank_account,Shell,2020-12-14 00:00:00.0000000,26-43321
57572,7.9800692020000001,credit_card,Rogers,2020-12-11 00:00:00.0000000,36-43321
57573,10.55260534,bank_account,Arby's,2020-12-30 00:00:00.0000000,55-63342
57574,55.356909219999999,credit_card,Esso,2020-12-26 00:00:00.0000000,34-63342
57575,13.73717396,credit_card,All Taxi Management,2020-12-26 00:00:00.0000000,51-43321
57576,34.676141389999998,bank_account,Menchie's Frozen Yogurt,2020-12-27 00:00:00.0000000,26-43321
57577,5.0370657379999999,credit_card,Pho 88 Vietnamese Restaurant,2020-12-15 00:00:00.0000000,35-43321
57578,11.00317501,credit_card,Bc Liquor Stores,2020-12-10 00:00:00.0000000,49-43321
57579,30.075826169999999,bank_account,Ferraro Restaurant,2020-12-23 00:00:00.0000000,30-43321
57580,66.199634090000004,credit_card,Walmart,2020-12-25 00:00:00.0000000,51-63342
57581,23.77323209,credit_card,Fresh,2020-12-29 00:00:00.0000000,34-63342
57582,20.987079170000001,bank_account,H Mart,2020-12-18 00:00:00.0000000,28-43321
57583,14.18524066,bank_account,Rexall,2020-12-30 00:00:00.0000000,21-63342
57584,35.148970970000001,bank_account,Clinique.,2020-12-04 00:00:00.0000000,30-63342
57585,74.637375809999995,credit_card,No Frills,2020-12-25 00:00:00.0000000,23-63342
57586,19.729779319999999,bank_account,Petro-Canada,2020-12-04 00:00:00.0000000,28-63342
57587,36.880932399999999,bank_account,Fit 4 Less,2020-12-05 00:00:00.0000000,51-43321
57588,18.796115499999999,credit_card,Winners,2020-12-05 00:00:00.0000000,40-63342
57589,45.322751599999997,credit_card,Campanile,2020-12-16 00:00:00.0000000,52-63342
57590,24.56702361,credit_card,Safeway,2020-12-23 00:00:00.0000000,69-43321
57591,23.8583897,bank_account,humane sociey,2020-12-19 00:00:00.0000000,34-43321
57592,4.8341534380000004,bank_account,Manchu Wok,2020-12-24 00:00:00.0000000,27-63342
57593,18.401158370000001,bank_account,Coppa's Fresh Market,2020-12-24 00:00:00.0000000,62-63342
57594,48.529497820000003,credit_card,Walmart,2020-12-26 00:00:00.0000000,36-63342
57595,5.2439409780000004,bank_account,Tim Hortons,2020-12-01 00:00:00.0000000,62-43321
57596,13.616456210000001,bank_account,Stone Crock Bakery,2020-12-26 00:00:00.0000000,31-43321
57597,10.940595439999999,credit_card,HarbourFront,2020-12-18 00:00:00.0000000,40-63342
57598,10.87879173,bank_account,Petro-Canada,2020-12-04 00:00:00.0000000,48-63342
57599,43.52061956,bank_account,Anytime Fitness,2020-12-21 00:00:00.0000000,36-43321
57600,12.15759109,bank_account,I Herb,2020-12-15 00:00:00.0000000,21-43321
57601,25.88731224,bank_account,H Mart,2020-12-11 00:00:00.0000000,24-63342
57602,35.581473459999998,credit_card,Maxi,2020-12-08 00:00:00.0000000,53-63342
57603,33.661043720000002,credit_card,Altitude Sports,2020-12-24 00:00:00.0000000,22-43321
57604,4.2722694839999997,bank_account,La Guardia Usa Llc,2020-12-07 00:00:00.0000000,32-43321
57605,22.214730889999998,credit_card,Aeropostale Inc.,2020-12-26 00:00:00.0000000,49-63342
57606,9.7220933990000002,credit_card,MacEwen Petroleum,2020-12-25 00:00:00.0000000,28-63342
57607,24.712544749999999,bank_account,Dollar General Store,2020-12-25 00:00:00.0000000,47-43321
57608,6.0395988059999999,bank_account,Metro,2020-12-12 00:00:00.0000000,38-63342
57609,59.760732760000003,bank_account,Petro-Canada,2020-12-27 00:00:00.0000000,47-43321
57610,2.4957443349999999,bank_account,Burger King,2020-12-10 00:00:00.0000000,29-43321
57611,14.84306698,bank_account,Taste Of Mediterranean,2020-12-31 00:00:00.0000000,25-43321
57612,13.78728299,credit_card,McDonald's,2020-12-17 00:00:00.0000000,35-63342
57613,4.541423301,credit_card,Golden Dragon,2020-12-14 00:00:00.0000000,67-43321
57614,79.668977029999994,credit_card,The Home Depot,2020-12-05 00:00:00.0000000,41-63342
57615,5.7069617849999998,bank_account,Lidl,2020-12-31 00:00:00.0000000,44-43321
57616,14.86394003,credit_card,Noodle King,2020-12-25 00:00:00.0000000,40-63342
57617,79.407982250000003,bank_account,Easy Park,2020-12-15 00:00:00.0000000,48-43321
57618,29.447496650000001,bank_account,Korean House,2020-12-31 00:00:00.0000000,51-43321
57619,8.3075657970000005,credit_card,McDonald's,2020-12-11 00:00:00.0000000,33-63342
57620,1.449446212,bank_account,Korean House,2020-12-03 00:00:00.0000000,37-43321
57621,50.630825160000001,credit_card,Black Dog Bistro,2020-12-07 00:00:00.0000000,28-43321
57622,4.9157793500000002,bank_account,Mandarin Restaurant,2020-12-17 00:00:00.0000000,54-43321
57623,4.2340361739999999,bank_account,Yellow Cab Co,2020-12-15 00:00:00.0000000,36-43321
57624,53.142755649999998,credit_card,Evo Car Share,2020-12-17 00:00:00.0000000,21-43321
57625,2.3615726220000002,credit_card,Subway,2020-12-15 00:00:00.0000000,57-43321
57626,43.526475259999998,bank_account,Cartier,2020-12-25 00:00:00.0000000,56-43321
57627,6.4883116860000003,credit_card,Booster Juice,2020-12-26 00:00:00.0000000,46-43321
57628,1.092439019,credit_card,Montana's Cook House &amp; Bar,2020-12-12 00:00:00.0000000,24-43321
57629,15.62411766,credit_card,Nickels Restaurant,2020-12-05 00:00:00.0000000,37-63342
57630,31.882448369999999,bank_account,Little Short Stop Stores,2020-12-07 00:00:00.0000000,41-43321
57631,4.357585126,bank_account,Club Monaco,2020-12-21 00:00:00.0000000,40-43321
57632,34.475798990000001,credit_card,Fortino's,2020-12-04 00:00:00.0000000,38-43321
57633,74.636773489999996,bank_account,Delta Air Lines,2020-12-26 00:00:00.0000000,67-63342
57634,51.753974640000003,credit_card,Shell,2020-12-09 00:00:00.0000000,43-63342
57635,3.0583765299999999,bank_account,Tim Hortons,2020-12-31 00:00:00.0000000,36-63342
57636,50.824201170000002,bank_account,Esso,2020-12-04 00:00:00.0000000,29-43321
57637,61.986477290000003,credit_card,Chefs Door,2020-12-13 00:00:00.0000000,45-63342
57638,8.9585807820000003,credit_card,Subway,2020-12-04 00:00:00.0000000,52-43321
57639,7.3809730089999999,credit_card,Winners,2020-12-02 00:00:00.0000000,32-63342
57640,14.522768879999999,bank_account,Ultramar Ltd,2020-12-14 00:00:00.0000000,40-63342
57641,3.8853195569999999,bank_account,DHL,2020-12-26 00:00:00.0000000,38-63342
57642,9.5922372300000003,bank_account,Walmart,2020-12-14 00:00:00.0000000,36-63342
57643,28.94525436,bank_account,Sprouts,2020-12-07 00:00:00.0000000,37-63342
57644,0.13576626,bank_account,Metro,2020-12-16 00:00:00.0000000,36-63342
57645,14.409125960000001,bank_account,Scouts Canada,2020-12-04 00:00:00.0000000,55-43321
57646,2.893613695,credit_card,Food Basics,2020-12-15 00:00:00.0000000,26-43321
57647,25.71717391,bank_account,Milk Mart,2020-12-07 00:00:00.0000000,52-43321
57648,5.1826227649999996,bank_account,Tim Hortons,2020-12-19 00:00:00.0000000,45-63342
57649,4.5021466129999999,bank_account,Savoy,2020-12-18 00:00:00.0000000,33-43321
57650,9.2299933040000006,credit_card,Rite Aid,2020-12-05 00:00:00.0000000,42-63342
57651,4.6258714349999996,bank_account,No Frills,2020-12-08 00:00:00.0000000,34-63342
57652,3.0462617019999998,credit_card,Tim Hortons,2020-12-27 00:00:00.0000000,39-63342
57653,80.458746759999997,credit_card,Petro-Canada,2020-12-13 00:00:00.0000000,45-63342
57654,16.286330029999998,bank_account,Blanchard's,2020-12-21 00:00:00.0000000,26-63342
57655,28.623058570000001,credit_card,Gateway Restaurant,2020-12-04 00:00:00.0000000,37-63342
57656,10.322558470000001,credit_card,E Park,2020-12-27 00:00:00.0000000,31-63342
57657,26.385443800000001,bank_account,Rogers,2020-12-15 00:00:00.0000000,24-43321
57658,27.15709996,credit_card,Foodworld,2020-12-05 00:00:00.0000000,63-43321
57659,12.53831574,credit_card,Sobeys,2020-12-17 00:00:00.0000000,39-43321
57660,8.8200830319999994,bank_account,Coles,2020-12-30 00:00:00.0000000,27-63342
57661,13.7449239,bank_account,Shoppers Drug Mart,2020-12-18 00:00:00.0000000,32-43321
57662,12.59699204,bank_account,Booster Juice,2020-12-27 00:00:00.0000000,39-43321
57663,10.953689710000001,bank_account,Pizzedelic,2020-12-17 00:00:00.0000000,62-63342
57664,8.5793289599999998,bank_account,Subway,2020-12-17 00:00:00.0000000,33-43321
57665,8.2232770940000002,bank_account,Duanereade,2020-12-04 00:00:00.0000000,40-63342
57666,1.7553891420000001,credit_card,HarbourFront,2020-12-26 00:00:00.0000000,26-43321
57667,28.162027070000001,bank_account,Old Navy,2020-12-06 00:00:00.0000000,55-43321
57668,8.491451734,credit_card,Ju Ju Be,2020-12-26 00:00:00.0000000,38-43321
57669,7.6160579000000006E-2,bank_account,Olly Fresco's,2020-12-31 00:00:00.0000000,22-63342
57670,35.733067079999998,credit_card,Lee Valley Tools,2020-12-06 00:00:00.0000000,28-63342
57671,5.1975938150000003,credit_card,Rogers,2020-12-16 00:00:00.0000000,59-43321
57672,6.0795878019999998,credit_card,Farmacia,2020-12-30 00:00:00.0000000,23-43321
57673,4.9057842489999999,credit_card,U Haul,2020-12-04 00:00:00.0000000,30-43321
57674,53.180161609999999,credit_card,Walmart,2020-12-04 00:00:00.0000000,40-43321
57675,18.630016430000001,credit_card,Walmart,2020-12-06 00:00:00.0000000,55-43321
57676,78.502016449999999,credit_card,Foodland,2020-12-07 00:00:00.0000000,64-63342
57677,12.18528422,credit_card,Tim Hortons,2020-12-05 00:00:00.0000000,43-43321
57678,5.2342752419999998,bank_account,Atlas Pizza,2020-12-26 00:00:00.0000000,63-63342
57679,6.198017149,credit_card,Dutchies,2020-12-25 00:00:00.0000000,58-63342
57680,14.364792980000001,bank_account,Mac's Convenience Store,2020-12-09 00:00:00.0000000,48-63342
57681,30.023363400000001,bank_account,E Park,2020-12-01 00:00:00.0000000,62-43321
57682,47.092096380000001,credit_card,Zipcar,2020-12-27 00:00:00.0000000,55-63342
57683,23.365230789999998,credit_card,Mc Graw Hill,2020-12-16 00:00:00.0000000,46-63342
57684,27.03864184,bank_account,Rexall,2020-12-23 00:00:00.0000000,21-43321
57685,54.304521299999998,credit_card,Nickels Restaurant,2020-12-22 00:00:00.0000000,28-63342
57686,14.696506060000001,credit_card,Save On Foods,2020-12-12 00:00:00.0000000,65-43321
57687,78.846444379999994,bank_account,TELUS,2020-12-30 00:00:00.0000000,40-63342
57688,9.4853355849999996,credit_card,Commissos Fresh Foods,2020-12-24 00:00:00.0000000,51-63342
57689,11.494762270000001,bank_account,ClassPass,2020-12-17 00:00:00.0000000,60-63342
57690,27.606726510000001,credit_card,Echoage,2020-12-17 00:00:00.0000000,42-63342
57691,23.962440730000001,bank_account,Top Choice,2020-12-02 00:00:00.0000000,31-43321
57692,35.257656400000002,bank_account,Canadian Tire Store,2020-12-14 00:00:00.0000000,32-63342
57693,19.703576999999999,credit_card,Homesense,2020-12-16 00:00:00.0000000,70-43321
57694,2.512807553,bank_account,Crepe Delicious,2020-12-22 00:00:00.0000000,34-43321
57695,36.214370330000001,credit_card,Rabba Fine Foods,2020-12-18 00:00:00.0000000,46-63342
57696,15.71109809,bank_account,Steam Games,2020-12-03 00:00:00.0000000,39-43321
57697,32.375454509999997,credit_card,Hudson's Bay,2020-12-27 00:00:00.0000000,34-43321
57698,5.5571112170000001,bank_account,Noodle Express,2020-12-14 00:00:00.0000000,30-43321
57699,2.5212636320000001,credit_card,independent Pharmacy,2020-12-26 00:00:00.0000000,34-43321
57700,68.995992779999995,credit_card,Mac,2020-12-19 00:00:00.0000000,59-63342
57701,81.181592929999994,credit_card,Ardene,2020-12-22 00:00:00.0000000,23-43321
57702,4.231266142,credit_card,McDonald's,2020-12-27 00:00:00.0000000,52-63342
57703,12.195972080000001,bank_account,India Town Food Center,2020-12-07 00:00:00.0000000,43-43321
57704,4.2038188339999998,bank_account,Samsung,2020-12-21 00:00:00.0000000,54-43321
57705,39.653272800000003,credit_card,Aldi,2020-12-14 00:00:00.0000000,30-63342
57706,51.576876640000002,credit_card,Shell,2020-12-21 00:00:00.0000000,60-43321
57707,10.06682502,bank_account,Grapefruit Moon,2020-12-17 00:00:00.0000000,27-43321
57708,11.6717572,bank_account,Jack In The Box,2020-12-05 00:00:00.0000000,25-63342
57709,25.229931990000001,bank_account,Staples,2020-12-04 00:00:00.0000000,47-43321
57710,2.547096426,bank_account,Starbucks,2020-12-14 00:00:00.0000000,30-63342
57711,25.737617010000001,bank_account,The Boardwalk,2020-12-05 00:00:00.0000000,34-63342
57712,5.3701982939999997,bank_account,Davids Tea,2020-12-04 00:00:00.0000000,32-43321
57713,4.9757203609999996,bank_account,Hibachi Grill,2020-12-04 00:00:00.0000000,22-63342
57714,6.0499955270000001,bank_account,Réno-Dépôt,2020-12-23 00:00:00.0000000,29-43321
57715,30.266865330000002,credit_card,Fas Gas,2020-12-24 00:00:00.0000000,43-43321
57716,8.4889401119999999,credit_card,Skip The Dishes,2020-12-06 00:00:00.0000000,29-43321
57717,11.264988300000001,credit_card,Pizza Hut,2020-12-12 00:00:00.0000000,52-63342
57718,59.863328350000003,credit_card,The Brickhouse In Brick Lane,2020-12-07 00:00:00.0000000,61-63342
57719,19.636172089999999,bank_account,Cityfone,2020-12-31 00:00:00.0000000,54-63342
57720,22.13007794,bank_account,Chatr Wireless,2020-12-08 00:00:00.0000000,21-43321
57721,36.665050839999999,credit_card,Bell,2020-12-24 00:00:00.0000000,25-43321
57722,9.8910403999999993E-2,credit_card,Pizza Express,2020-12-14 00:00:00.0000000,29-43321
57723,18.177886950000001,bank_account,Pizza Hut,2020-12-15 00:00:00.0000000,51-63342
57724,56.182663849999997,bank_account,Petro-Canada,2020-12-14 00:00:00.0000000,53-43321
57725,28.575933800000001,bank_account,Groupon Inc.,2020-12-08 00:00:00.0000000,50-43321
57726,2.1668700109999999,bank_account,Famous Footwear,2020-12-26 00:00:00.0000000,63-43321
57727,66.861538870000004,credit_card,Walmart,2020-12-22 00:00:00.0000000,41-63342
57728,22.422568829999999,bank_account,Ardene,2020-12-25 00:00:00.0000000,47-63342
57729,66.917019940000003,credit_card,Uber,2020-12-16 00:00:00.0000000,42-43321
57730,18.121392610000001,credit_card,Dairy Queen,2020-12-08 00:00:00.0000000,36-43321
57731,29.85857171,bank_account,Rogers,2020-12-04 00:00:00.0000000,48-43321
57732,26.37311502,credit_card,Sunoco,2020-12-23 00:00:00.0000000,33-63342
57733,17.48307767,credit_card,Pizza Hut,2020-12-14 00:00:00.0000000,30-43321
57734,13.02008608,credit_card,Little Caesars,2020-12-17 00:00:00.0000000,67-43321
57735,25.697392860000001,bank_account,Shell,2020-12-29 00:00:00.0000000,46-63342
57736,82.143542719999999,credit_card,Billabong,2020-12-27 00:00:00.0000000,26-63342
57737,4.442419256,bank_account,HarbourFront,2020-12-13 00:00:00.0000000,32-63342
57738,12.415861850000001,bank_account,Little Short Stop Stores,2020-12-23 00:00:00.0000000,47-43321
57739,42.561008719999997,bank_account,Mac's Convenience Store,2020-12-03 00:00:00.0000000,37-63342
57740,5.6154284170000004,credit_card,Tim Hortons,2020-12-02 00:00:00.0000000,26-43321
57741,16.431165629999999,bank_account,Petro-Canada,2020-12-14 00:00:00.0000000,40-63342
57742,21.603218120000001,credit_card,Leon's,2020-12-05 00:00:00.0000000,66-43321
57743,2.7821986920000001,bank_account,Rainforest Cafe,2020-12-29 00:00:00.0000000,61-63342
57744,3.9781248659999999,credit_card,Famous Footwear,2020-12-07 00:00:00.0000000,41-63342
57745,4.9341323260000003,credit_card,Fortino's,2020-12-13 00:00:00.0000000,27-63342
57746,24.797332820000001,credit_card,Dollar Tree Inc.,2020-12-19 00:00:00.0000000,28-43321
57747,8.1969864010000002,bank_account,ClassPass,2020-12-08 00:00:00.0000000,40-63342
57748,17.8996341,bank_account,Petro-Canada,2020-12-29 00:00:00.0000000,40-63342
57749,8.9164967720000003,credit_card,Royal Shawarma,2020-12-04 00:00:00.0000000,42-63342
57750,25.934861080000001,bank_account,Shell,2020-12-05 00:00:00.0000000,44-43321
57751,49.568011599999998,credit_card,TELUS,2020-12-26 00:00:00.0000000,61-63342
57752,41.618347409999998,credit_card,KAUFLAND,2020-12-19 00:00:00.0000000,34-43321
57753,56.716206390000004,credit_card,The Beer Store,2020-12-15 00:00:00.0000000,32-63342
57754,32.101359000000002,credit_card,Waitrose,2020-12-14 00:00:00.0000000,31-43321
57755,10.360116359999999,bank_account,Crystal Buffet,2020-12-06 00:00:00.0000000,38-63342
57756,15.30410322,credit_card,Shoppers Drug Mart,2020-12-17 00:00:00.0000000,45-43321
57757,23.172962500000001,credit_card,Kingyo,2020-12-08 00:00:00.0000000,34-43321
57758,1.377432569,credit_card,Triple O's,2020-12-10 00:00:00.0000000,56-63342
57759,10.791658699999999,bank_account,Fas Gas,2020-12-27 00:00:00.0000000,45-63342
57760,29.74866866,bank_account,Mona Fine Foods,2020-12-07 00:00:00.0000000,70-43321
57761,16.74774992,credit_card,Shell,2020-12-27 00:00:00.0000000,26-63342
57762,8.6601454639999993,bank_account,Mac's Convenience Store,2020-12-06 00:00:00.0000000,61-63342
57763,22.64431956,bank_account,Petro-Canada,2020-12-04 00:00:00.0000000,52-63342
57764,2.255987272,bank_account,Tim Hortons,2020-12-16 00:00:00.0000000,63-43321
57765,0.78918052299999997,credit_card,Subway,2020-12-18 00:00:00.0000000,40-63342
57766,2.339684165,credit_card,Dollar Tree Inc.,2020-12-03 00:00:00.0000000,65-43321
57767,28.390171179999999,bank_account,Sephora,2020-12-12 00:00:00.0000000,54-43321
57768,3.7589440679999999,credit_card,Pizza Pizza,2020-12-30 00:00:00.0000000,60-63342
57769,27.657983080000001,credit_card,Rabba Fine Foods,2020-12-05 00:00:00.0000000,32-63342
57770,34.59539899,bank_account,WineOnline.ca,2020-12-25 00:00:00.0000000,32-43321
57771,38.768455430000003,bank_account,Chevron,2020-12-11 00:00:00.0000000,28-43321
57772,0.14706988200000001,bank_account,Cold Stone,2020-12-22 00:00:00.0000000,60-43321
57773,46.220623750000001,bank_account,Ardene,2020-12-21 00:00:00.0000000,41-43321
57774,9.9785785150000006,credit_card,Smashburger,2020-12-01 00:00:00.0000000,60-63342
57775,8.0531060839999995,credit_card,Maxi,2020-12-06 00:00:00.0000000,38-43321
57776,6.3598126859999997,bank_account,East Side Mario's,2020-12-29 00:00:00.0000000,67-63342
57777,48.377113020000003,credit_card,Kroger,2020-12-10 00:00:00.0000000,32-63342
57778,10.48299712,bank_account,Mona Fine Foods,2020-12-22 00:00:00.0000000,68-43321
57779,6.4131760150000003,bank_account,Mac's Convenience Store,2020-12-14 00:00:00.0000000,52-43321
57780,29.674992039999999,bank_account,No Frills,2020-12-15 00:00:00.0000000,48-43321
57781,6.1783596999999997,credit_card,Basha Restaurant,2020-12-19 00:00:00.0000000,29-63342
57782,3.3597464700000002,bank_account,R C Food Market,2020-12-08 00:00:00.0000000,42-43321
57783,4.9047100600000002,bank_account,Longo's,2020-12-29 00:00:00.0000000,34-43321
57784,0.82096317799999996,bank_account,Tim Hortons,2020-12-13 00:00:00.0000000,25-43321
57785,69.117144510000003,credit_card,Lawson,2020-12-27 00:00:00.0000000,59-63342
57786,60.88877772,credit_card,Esso,2020-12-25 00:00:00.0000000,37-63342
57787,11.77887752,bank_account,Pizza Hut,2020-12-31 00:00:00.0000000,38-63342
57788,4.0526286840000001,credit_card,Parma Ravioli,2020-12-13 00:00:00.0000000,59-43321
57789,8.3972897759999992,bank_account,Tea Store,2020-12-21 00:00:00.0000000,36-43321
57790,10.32625238,credit_card,Ultramar Ltd,2020-12-30 00:00:00.0000000,35-63342
57791,9.8240750460000008,credit_card,I Tunes,2020-12-31 00:00:00.0000000,43-63342
57792,83.434818359999994,credit_card,Walmart,2020-12-03 00:00:00.0000000,24-63342
57793,54.705055960000003,credit_card,Aritzia,2020-12-02 00:00:00.0000000,36-63342
57794,29.18380106,bank_account,On The Run,2020-12-18 00:00:00.0000000,51-63342
57795,23.91527292,bank_account,Sobeys,2020-12-14 00:00:00.0000000,42-63342
57796,33.850694699999998,bank_account,Esso,2020-12-21 00:00:00.0000000,30-43321
57797,1.987302106,credit_card,Uber,2020-12-06 00:00:00.0000000,37-63342
57798,28.808990489999999,bank_account,Save On Foods,2020-12-07 00:00:00.0000000,27-43321
57799,9.2901045989999993,bank_account,Food Basics,2020-12-20 00:00:00.0000000,30-63342
57800,11.16881132,bank_account,Ticketmaster,2020-12-19 00:00:00.0000000,45-63342
57801,27.548883929999999,bank_account,Pho Dau Bo,2020-12-19 00:00:00.0000000,22-43321
57802,26.120625159999999,bank_account,Videotron,2020-12-15 00:00:00.0000000,30-63342
